epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,24.4286,1.34276,3.19239,1.82833,0.35895,0.4758,0.36385,0.20367,1.50033,2.395,2.15403,0.000367247,0.000367247,0.000367247
