epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,23.2585,1.34276,3.19239,1.82833,0.35895,0.4758,0.36385,0.20367,1.50033,2.395,2.15403,0.000367247,0.000367247,0.000367247
2,154.6,1.3195,2.32944,1.79919,0.51834,0.49546,0.43741,0.218,1.61667,2.32679,2.42234,0.00066456,0.00066456,0.00066456
